CustomerId,Recency,Frequency,Monetary
CustomerId_3251,-84,5,17922
CustomerId_3252,-84,2,15000
CustomerId_3253,-36,3,1025
CustomerId_3254,-4,1,2000
CustomerId_3255,-57,8,82000
CustomerId_3256,-22,1,500
CustomerId_3257,-78,16,127840
CustomerId_3258,-28,5,406000
CustomerId_3259,-50,11,81000
CustomerId_3260,-71,1,1000
CustomerId_3261,-43,5,31200
CustomerId_3262,-19,6,4530
CustomerId_3263,-78,13,92000
CustomerId_3265,-55,323,446198
CustomerId_3266,-15,6,41000
CustomerId_3267,-64,12,62000
CustomerId_3268,-57,3,1510
CustomerId_3269,-78,5,32000
CustomerId_327,-38,1,500
CustomerId_3270,-90,23,165000
CustomerId_3271,-36,1,10080
CustomerId_3272,-86,29,76424
CustomerId_3273,-54,4,2500
CustomerId_3274,-32,1,1000
CustomerId_3275,-43,6,31000
CustomerId_3276,-85,52,29410
CustomerId_3278,-71,5,32000
CustomerId_3279,-49,5,125355
CustomerId_328,-90,68,284681
CustomerId_3280,-24,6,3990
CustomerId_3282,0,1,1000
CustomerId_3285,-85,9,62000
CustomerId_3287,-32,3,6250
CustomerId_3288,-78,5,32000
CustomerId_3289,-88,34,231400
CustomerId_329,-57,6,9360
CustomerId_3290,-12,10,49822
CustomerId_3291,-35,3,23444
CustomerId_3292,-89,61,80745
CustomerId_3293,-27,2,17000
CustomerId_3294,-52,1,3000
CustomerId_3295,-60,2,14800
CustomerId_3296,-55,1,1000
CustomerId_3297,-78,9,62000
CustomerId_3298,-88,6,18350
CustomerId_3299,-74,21,227155
CustomerId_330,-88,22,143225
CustomerId_3301,-38,3,1510
CustomerId_3302,-83,3,2050
CustomerId_3303,-33,6,35277
CustomerId_3306,-52,3,3000
CustomerId_3307,-85,48,165856
CustomerId_3308,-85,17,122000
CustomerId_3309,-85,2,60000
CustomerId_331,-44,5,8860
CustomerId_3310,-87,43,36430
CustomerId_3311,-36,6,41000
CustomerId_3313,-33,3,6100
CustomerId_3314,-50,2,1000
CustomerId_3315,-13,1,23400
CustomerId_3317,-85,9,62000
CustomerId_3318,-57,10,12340
CustomerId_332,-86,1,1000
CustomerId_3320,-78,9,62000
CustomerId_3321,-85,5,32000
CustomerId_3322,-85,6,28000
CustomerId_3323,-88,19,171434
CustomerId_3326,-57,6,42000
CustomerId_3327,-26,1,10000
CustomerId_3328,-90,60,71210
CustomerId_3329,-86,32,67622
CustomerId_3330,-88,120,2077347
CustomerId_3331,-32,3,37000
CustomerId_3332,-29,11,34975
CustomerId_3333,-47,1,2000
CustomerId_3334,-38,13,9367
CustomerId_3336,-83,4,2510
CustomerId_3339,-55,3,3000
CustomerId_334,-29,33,302800
CustomerId_3340,-85,13,71466
CustomerId_3341,-75,9,24000
CustomerId_3343,-67,1,1000
CustomerId_3344,-78,9,62000
CustomerId_3345,-89,5,3010
CustomerId_3346,-85,8,90000
CustomerId_3347,-56,2,3000
CustomerId_3349,-32,10,36874
CustomerId_335,-83,106,927688
CustomerId_3352,-85,18,132000
CustomerId_3353,-90,161,221978
CustomerId_3354,-85,5,26200
CustomerId_3355,-85,5,32000
CustomerId_3356,-53,1,5000
CustomerId_3357,-77,6,8040
CustomerId_3359,-88,3,1525
CustomerId_336,-89,37,141440
CustomerId_3360,-43,6,41000
CustomerId_3361,-51,2,2000
CustomerId_3363,-89,36,86250
CustomerId_3364,-56,1,2000
CustomerId_3365,-90,5,22020
CustomerId_3366,-85,7,70700
CustomerId_337,-47,7,195600
CustomerId_3371,-89,299,1582991
CustomerId_3373,-34,12,58000
CustomerId_3374,-86,94,346492
CustomerId_3375,-48,1,300
CustomerId_3376,-22,2,2000
CustomerId_3377,-16,5,4050
CustomerId_3378,-25,1,80000
CustomerId_3379,-81,44,101080
CustomerId_338,-53,2,55000
CustomerId_3380,-71,5,32000
CustomerId_3381,-53,3,2000
CustomerId_3385,-66,24,328643
CustomerId_3386,-26,6,5070
CustomerId_3387,-17,4,8000
CustomerId_3388,-78,5,31000
CustomerId_3389,-88,96,170300
CustomerId_3390,-90,58,51480
CustomerId_3391,-86,121,270346
CustomerId_3392,-65,6,3510
CustomerId_3397,-89,19,40882
CustomerId_3398,-5,16,45320
CustomerId_3399,-85,45,49315
CustomerId_340,-48,9,8210
CustomerId_3400,-11,2,510
CustomerId_3401,-87,16,55878
CustomerId_3402,-82,2,3000
CustomerId_3403,-79,26,74259
CustomerId_3404,-34,6,9060
CustomerId_3405,-81,189,270870
CustomerId_3407,-42,13,31440
CustomerId_3408,-43,6,41000
CustomerId_341,-88,34,315398
CustomerId_3410,-43,6,7100
CustomerId_3412,-22,6,41000
CustomerId_3413,-14,6,11050
CustomerId_3414,-8,1,1000
CustomerId_3415,-85,471,1533198
CustomerId_3416,-7,4,4200
CustomerId_3417,-43,5,31000
CustomerId_3418,-85,5,32000
CustomerId_3419,-90,67,113215
CustomerId_3420,-90,22,102000
CustomerId_3421,-71,1,100000
CustomerId_3422,-90,131,252719
CustomerId_3424,-39,2,1000
CustomerId_3425,-28,1,1000
CustomerId_3426,-30,1,2000
CustomerId_3427,-88,116,362753
CustomerId_3428,-3,7,19900
CustomerId_343,-78,18,122000
CustomerId_3430,-89,21,112095
CustomerId_3431,-82,8,8400
CustomerId_3432,-31,98,166527
CustomerId_3433,-35,24,42802
CustomerId_3434,-43,6,41000
CustomerId_3435,-86,4,17200
CustomerId_3436,-21,7,7356
CustomerId_3437,-43,6,41000
CustomerId_3438,-87,35,43017
CustomerId_3439,-90,37,262800
CustomerId_3440,-76,22,22650
CustomerId_3441,-14,7,19951
CustomerId_3442,-89,130,221644
CustomerId_3443,-1,3,2020
CustomerId_3444,-39,29,20529
CustomerId_3445,-84,54,28540
CustomerId_3447,-85,21,55046
CustomerId_3448,-26,1,1000
CustomerId_3449,-80,18,12345
CustomerId_345,-81,5,3050
CustomerId_3451,-89,7,64394
CustomerId_3452,-88,130,560312
CustomerId_3453,-88,37,23055
CustomerId_3454,-85,86,465240
CustomerId_3456,-21,1,1000
CustomerId_3457,-18,3,23444
CustomerId_3458,-8,2,3000
CustomerId_3459,-69,10,19170
CustomerId_3461,-89,11,4610
CustomerId_3462,-32,7,8060
CustomerId_3463,-66,117,359210
CustomerId_3464,-74,20,134975
CustomerId_3465,-57,6,32000
CustomerId_3466,-51,3,2000
CustomerId_3467,-82,45,1131608
CustomerId_3468,-36,26,182800
CustomerId_347,-31,6,6000
CustomerId_3470,-84,9,7265
CustomerId_3471,-69,26,232490
CustomerId_3473,-4,5,22000
CustomerId_3474,-89,52,67714
CustomerId_3475,-64,14,91384
CustomerId_3476,-32,18,665815
CustomerId_3477,-66,35,212766
CustomerId_3478,-72,6,4590
CustomerId_3479,-85,4,4040
CustomerId_348,-21,5,4100
CustomerId_3482,-17,11,51000
CustomerId_3483,-44,5,3100
CustomerId_3485,-68,1,500
CustomerId_3486,-63,2,3000
CustomerId_3487,-84,110,89295
CustomerId_3488,-55,1,32900
CustomerId_3489,-85,5,32000
CustomerId_349,-85,40,63275
CustomerId_3490,-56,1,1000
CustomerId_3491,-83,22,51504
CustomerId_3492,-58,4,13000
CustomerId_3493,-68,6,19750
CustomerId_3494,-82,7,16750
CustomerId_3495,-53,2,1000
CustomerId_3496,-89,39,114455
CustomerId_3497,-48,58,237085
CustomerId_3498,-84,9,652729
CustomerId_350,-90,18,132000
CustomerId_3500,-37,4,4100
CustomerId_3501,-44,296,728064
CustomerId_3503,-74,3,1510
CustomerId_3504,-59,36,93150
CustomerId_3505,-88,1,1500
CustomerId_3506,-85,17,29555
CustomerId_3507,-49,11,6650
CustomerId_3508,-15,14,31100
CustomerId_3509,-80,42,64838
CustomerId_351,-56,2,20550
CustomerId_3510,-72,2,14860
CustomerId_3511,-87,47,168900
CustomerId_3512,-25,3,2020
CustomerId_3513,-56,6,5910
CustomerId_3515,-88,86,362076
CustomerId_3516,-13,2,1020
CustomerId_3517,-59,21,73350
CustomerId_3519,-30,24,22805
CustomerId_352,-89,49,362884
CustomerId_3520,-74,1,1000
CustomerId_3521,-39,30,26030
CustomerId_3522,-19,3,2020
CustomerId_3523,-1,1,1000
CustomerId_3524,-90,44,35850
CustomerId_3525,-88,113,270370
CustomerId_3526,-74,10,25650
CustomerId_3527,-30,1,5235
CustomerId_3528,-30,2,110000
CustomerId_3530,-90,123,430433
CustomerId_3533,-23,1,1000
CustomerId_3534,-38,4,104200
CustomerId_3535,-89,98,314266
CustomerId_3536,-57,6,42000
CustomerId_3537,-28,1,80000
CustomerId_3540,-64,11,285585
CustomerId_3541,-78,14,20450
CustomerId_3542,-35,5,327000
CustomerId_3543,-80,140,333892
CustomerId_3545,-31,6,9200
CustomerId_3547,-85,2,10000
CustomerId_3548,-67,4,18000
CustomerId_3549,-90,49,412676
CustomerId_355,-43,7,51000
CustomerId_3550,-77,10,40100
CustomerId_3551,-87,152,633196
CustomerId_3554,-53,1,10000
CustomerId_3555,-90,125,357734
CustomerId_3556,-37,32,152850
CustomerId_3557,-40,17,71000
CustomerId_3558,-85,23,48501
CustomerId_3559,-71,5,32000
CustomerId_356,-60,20,34370
CustomerId_3561,-88,24,27335
CustomerId_3562,-64,7,2150
CustomerId_3564,-30,4,35000
CustomerId_3566,-58,1,500
CustomerId_3567,-65,1,10000
CustomerId_3569,-87,7,5030
CustomerId_357,-43,6,31000
CustomerId_3570,-44,2,20500
CustomerId_3571,-70,10,9570
CustomerId_3572,-8,4,2010
CustomerId_3573,-50,2,12200
CustomerId_3574,-42,1,1000
CustomerId_3575,-39,25,1261000
CustomerId_3577,-75,1,1000
CustomerId_3578,-42,5,9400
CustomerId_3579,-75,3,8974
CustomerId_3581,-59,30,2722000
CustomerId_3582,-89,69,70335
CustomerId_3583,-43,5,31000
CustomerId_3589,-31,1,1000
CustomerId_359,-29,10,36000
CustomerId_3590,-89,61,485356
CustomerId_3592,-66,2,4000
CustomerId_3593,-10,2,29180
CustomerId_3595,-89,23,69770
CustomerId_3597,-86,26,69802
CustomerId_3599,-81,15,31920
CustomerId_3600,-88,74,560372
CustomerId_3601,-85,9,102000
CustomerId_3602,-89,218,276902
CustomerId_3605,-89,75,388350
CustomerId_3608,-34,19,31572
CustomerId_3609,-43,12,15053
CustomerId_361,-43,5,31000
CustomerId_3610,-61,31,76020
CustomerId_3611,-71,29,72937
CustomerId_3613,-90,236,383922
CustomerId_3614,-89,4,2010
CustomerId_3615,-39,3,12220
CustomerId_3616,-85,1,1000
CustomerId_3617,-19,12,92712
CustomerId_362,-41,8,46000
CustomerId_3621,-78,10,62000
CustomerId_3622,-78,3,9000
CustomerId_3623,-82,3,1510
CustomerId_3624,-57,5,32000
CustomerId_3625,-60,8,54000
CustomerId_3626,-89,14,112000
CustomerId_3627,-43,1,1500
CustomerId_3628,-62,17,21200
CustomerId_3629,-34,2,22000
CustomerId_3630,-24,2,22000
CustomerId_3631,-71,5,32000
CustomerId_3632,-86,21,17215
CustomerId_3633,-51,1,500
CustomerId_3634,-56,2085,2726207
CustomerId_3635,-90,55,511604
CustomerId_3636,-85,51,492100
CustomerId_3637,-80,14,10250
CustomerId_3638,-90,338,905015
CustomerId_3639,-53,1,2000
CustomerId_3641,-71,9,62000
CustomerId_3642,-71,10,120400
CustomerId_3643,-71,5,32000
CustomerId_3645,-85,11,196926
CustomerId_3646,-29,3,86000
CustomerId_3647,0,2,510
CustomerId_3648,-83,17,200680
CustomerId_3649,-76,1,10000
CustomerId_3650,-88,44,58260
CustomerId_3651,-84,18,32036
CustomerId_3653,-51,1,100000
CustomerId_3654,-85,14,92000
CustomerId_3655,-78,27,91550
CustomerId_3656,-89,62,200907
CustomerId_3658,-34,47,295810
CustomerId_3659,-43,6,41000
CustomerId_366,-71,8,8400
CustomerId_3660,-47,1,500
CustomerId_3663,-78,11,192410
CustomerId_3664,-70,1,1000000
CustomerId_3665,-20,2,14000
CustomerId_3666,-57,6,42000
CustomerId_3667,-72,6,8550
CustomerId_3668,-85,6,42000
CustomerId_3670,-89,13,89074
CustomerId_3671,-81,1,10000
CustomerId_3672,-88,106,114359
CustomerId_3673,-33,1,10000
CustomerId_3678,-70,48,105820
CustomerId_368,-66,2,25000
CustomerId_3680,-78,19,112400
CustomerId_3681,-22,1,5000
CustomerId_3682,-4,2,525
CustomerId_3683,-83,24,13125
CustomerId_3684,-77,5,4020
CustomerId_3685,-71,5,32000
CustomerId_3686,-1,3,1430
CustomerId_3687,-64,1,1500
CustomerId_3688,-78,25,182000
CustomerId_3689,-78,9,62000
CustomerId_369,-90,16,132000
CustomerId_3690,-62,40,477335
CustomerId_3691,-9,1,10000
CustomerId_3693,-58,2,1020
CustomerId_3694,-81,88,46360
CustomerId_3696,-30,7,10000
CustomerId_3697,-79,8,22390
CustomerId_3698,-78,5,32000
CustomerId_3700,-9,1,5000
CustomerId_3701,-64,40,1114500
CustomerId_3703,-89,46,252825
CustomerId_3706,-65,115,244010
CustomerId_3707,-78,35,182000
CustomerId_3708,-3,1,20000
CustomerId_3711,-83,81,105690
CustomerId_3712,-85,39,362412
CustomerId_3714,-81,7,39560
CustomerId_3715,-86,34,38030
CustomerId_3716,-76,24,98501
CustomerId_3717,-80,4,17160
CustomerId_3719,-63,1,500
CustomerId_3720,-77,50,39106
CustomerId_3721,-65,24,31425
CustomerId_3722,-51,5,13050
CustomerId_3723,-75,5,107000
CustomerId_3724,-27,1,80000
CustomerId_3725,-31,1,1000
CustomerId_3727,-30,5,35000
CustomerId_3729,-89,78,79244
CustomerId_373,-56,1,1000
CustomerId_3730,-88,256,477658
CustomerId_3732,-78,3,16000
CustomerId_3733,-26,1,5000
CustomerId_3734,-69,2,1600
CustomerId_3735,-10,14,16270
CustomerId_3736,-90,13,102000
CustomerId_3737,-88,67,379497
CustomerId_3738,-50,3,5000
CustomerId_3739,-5,1,500
CustomerId_374,-57,5,32000
CustomerId_3741,-17,1,500
CustomerId_3742,-46,1,12000
CustomerId_3743,-26,2,2000
CustomerId_3745,-90,31,60451
CustomerId_3746,-88,19,44555
CustomerId_3749,-84,2,190000
CustomerId_3752,-8,2,14500
CustomerId_3756,-50,2,7500
CustomerId_3758,-90,47,100252
CustomerId_3759,-82,4,2025
CustomerId_3760,-90,180,368287
CustomerId_3762,-60,1,30000
CustomerId_3763,-34,28,30375
CustomerId_3764,-50,1,500
CustomerId_3765,-76,23,116471
CustomerId_3766,-57,129,197198
CustomerId_3767,-86,108,154615
CustomerId_3768,-81,18,3395300
CustomerId_3771,-78,21,122000
CustomerId_3774,-71,18,106000
CustomerId_3777,-78,5,32000
CustomerId_3778,-88,22,49179
CustomerId_3779,-72,9,13120
CustomerId_378,-85,7,62000
CustomerId_3780,-87,1,2000
CustomerId_3781,-78,46,323260
CustomerId_3782,-78,9,62000
CustomerId_3785,-85,5,32000
CustomerId_3786,-81,5,13000
CustomerId_3787,-90,24,135287
CustomerId_3788,-88,88,136741
CustomerId_379,-90,19,49325
CustomerId_3790,-83,5,3100
CustomerId_3793,-40,3,105000
CustomerId_3794,-89,60,176924
CustomerId_3795,-90,100,916755
CustomerId_3796,-45,1,500
CustomerId_3797,-87,17,22250
CustomerId_3799,-89,13,123900
CustomerId_3802,-86,66,371800
CustomerId_3803,-90,47,132066
CustomerId_3805,-32,5,4020
CustomerId_3806,-90,8,22800
CustomerId_3807,-56,7,50000
CustomerId_3808,-68,43,142539
CustomerId_3809,-84,49,103343
CustomerId_381,-75,10,203613
CustomerId_3810,-63,9,9150
CustomerId_3811,-71,13,40640
CustomerId_3812,-78,5,32000
CustomerId_3814,-51,1,1000
CustomerId_3815,-88,53,55782
CustomerId_3816,-3,2,2000
CustomerId_3817,-87,14,17270
CustomerId_3818,-89,64,66340
CustomerId_3819,-85,33,241000
CustomerId_382,-28,1,1000
CustomerId_3820,-82,68,149666
CustomerId_3824,-51,13,45600
CustomerId_3825,-77,45,68722
CustomerId_3826,-82,2,190000
CustomerId_3827,-89,51,38470
CustomerId_3828,-85,1,10000
CustomerId_3829,-25,6,19100
CustomerId_383,-48,1,2000
CustomerId_3830,-44,5,4060
CustomerId_3831,-48,73,226065
CustomerId_3834,-58,37,39860
CustomerId_3835,-71,18,14245
CustomerId_3836,-32,4,3050
CustomerId_3838,-43,8,22170
CustomerId_3839,-78,5,31000
CustomerId_384,-8,1,10000
CustomerId_3840,-58,5,2050
CustomerId_3841,-66,5,4020
CustomerId_3842,-89,27,676120
CustomerId_3843,-85,5,32000
CustomerId_3844,-85,5,32000
CustomerId_3845,-84,49,67379
CustomerId_3846,-81,1,5000
CustomerId_3847,-43,6,41000
CustomerId_3848,-67,2,101000
CustomerId_3850,-57,6,42000
CustomerId_3855,-85,5,32000
CustomerId_3856,-79,19,77179
CustomerId_3858,-37,1,2000
CustomerId_3859,-37,13,11690
CustomerId_3860,-21,2,2000
CustomerId_3862,-89,7,3085
CustomerId_3863,-19,1,1000
CustomerId_3864,-90,11,92000
CustomerId_3866,-78,8,62000
CustomerId_3867,-90,273,940979
CustomerId_3868,-72,22,12145
CustomerId_3869,-78,1,10000
CustomerId_3870,-85,32,300800
CustomerId_3871,-49,3,25000
CustomerId_3872,-57,11,122000
CustomerId_3873,-55,11,412244
CustomerId_3874,-90,43,63117
CustomerId_3875,-82,14,107117
CustomerId_3876,-61,381,492309
CustomerId_3877,-85,2,15000
CustomerId_3878,-60,36,154074
CustomerId_3879,-55,2,30000
CustomerId_388,-85,25,331929
CustomerId_3880,-45,25,43110
CustomerId_3882,-90,268,446922
CustomerId_3883,-44,7,186800
CustomerId_3885,-81,3,2050
CustomerId_3888,-70,1,500
CustomerId_389,-29,20,135000
CustomerId_3890,-64,58,91003
CustomerId_3891,-43,6,31000
CustomerId_3892,-85,5,32000
CustomerId_3893,-31,3,1510
CustomerId_3894,-89,21,132780
CustomerId_3897,-90,29,216000
CustomerId_3898,-5,1,1000
CustomerId_390,-83,18,49646
CustomerId_3900,-86,40,61040
CustomerId_3904,-26,1,2000
CustomerId_3905,-11,5,45000
CustomerId_3906,-70,9,54440
CustomerId_3907,-47,1,1000
CustomerId_3909,-87,11,62824
CustomerId_391,-20,21,148769
CustomerId_3910,-85,64,424740
CustomerId_3911,-43,2,5500
CustomerId_3912,-89,425,2709163
CustomerId_3913,-89,27,101175
CustomerId_3914,-88,72,148705
CustomerId_3916,-43,1,50000
CustomerId_3917,-64,145,967310
CustomerId_3919,-87,31,128211
CustomerId_392,-85,7,62000
CustomerId_3923,-25,4,1545
CustomerId_3925,-59,9,24236
CustomerId_3930,-53,1,1000
CustomerId_3931,-69,8,13625
CustomerId_3933,-71,3,1500
CustomerId_3934,-48,1,1000
CustomerId_3935,-88,32,522974
CustomerId_3940,-42,1,5000
CustomerId_3941,-53,3,210000
CustomerId_3942,-1,8,61400
CustomerId_3943,-17,1,1000
CustomerId_3944,-83,483,887563
CustomerId_3946,-71,1,2000
CustomerId_3947,-43,6,41000
CustomerId_3948,-15,3,1525
CustomerId_3949,-2,2,1000
CustomerId_395,-80,3,3040
CustomerId_3951,-90,81,1098963
CustomerId_3952,-90,46,208630
CustomerId_3953,-35,1,2000
CustomerId_3954,-1,5,30400
CustomerId_3955,-56,1,1000
CustomerId_3956,-54,1,2000000
CustomerId_3957,-89,56,372692
CustomerId_396,-89,16,132000
CustomerId_3960,-32,6,36000
CustomerId_3961,-89,1,20000
CustomerId_3964,-77,21,62349
CustomerId_3967,-47,20,49436
CustomerId_3968,-49,8,15810
CustomerId_3969,-64,5,32000
CustomerId_397,-49,13,6100
CustomerId_3970,-87,57,116350
CustomerId_3971,-78,11,77200
CustomerId_3973,-64,5,32000
CustomerId_3975,-49,5,10450
CustomerId_3977,-78,6,32000
CustomerId_3982,-85,33,241000
CustomerId_3984,-83,32,251612
CustomerId_3985,-85,5,32000
CustomerId_3987,-85,5,32000
CustomerId_3988,-64,18,34075
CustomerId_3989,-90,115,117450
CustomerId_399,-71,6,32000
CustomerId_3990,-46,7,9747
CustomerId_3993,-78,14,92000
CustomerId_3994,-14,3,3000
CustomerId_3995,-25,1,10000
CustomerId_3998,-4,4,2100
CustomerId_4,-6,1,10000
CustomerId_400,-3,2,2000
CustomerId_4000,-87,39,206550
CustomerId_4001,-45,9,17070
CustomerId_4002,-79,8,15690
CustomerId_4003,-85,6,32000
CustomerId_4005,-6,2,1000
CustomerId_4006,-4,1,50000
CustomerId_4007,-85,37,346667
CustomerId_4008,-42,25,114400
CustomerId_4009,-21,1,2000
CustomerId_401,-81,28,25822
CustomerId_4011,-88,57,359152
CustomerId_4012,-3,1,1000
CustomerId_4013,-22,4,26000
CustomerId_4014,-76,148,292114
CustomerId_4015,-43,5,31000
CustomerId_4016,-85,5,31000
CustomerId_4017,-37,12,45440
CustomerId_4019,-74,22,31288
CustomerId_402,-36,13,729450
CustomerId_4020,-80,3,30232
CustomerId_4022,-66,3,1510
CustomerId_4023,-22,1,1000
CustomerId_4025,-20,4,5500
CustomerId_4026,-70,1,200000
CustomerId_4027,-28,5,4050
CustomerId_4029,-85,25,78470
CustomerId_403,-90,65,105950
CustomerId_4030,-18,2,6000
CustomerId_4031,-75,10,33500
CustomerId_4033,-78,778,1927834
CustomerId_4034,-11,9,7060
CustomerId_4035,-85,9,62000
CustomerId_4036,-86,18,132000
CustomerId_4038,-86,25,68578
CustomerId_4039,-85,37,291000
CustomerId_404,-85,5,32000
CustomerId_4040,-36,7,51000
CustomerId_4041,-1,8,8060
CustomerId_4042,-29,3,86000
CustomerId_4043,-89,95,179778
CustomerId_4044,-85,17,122000
CustomerId_4045,-29,1,1000
CustomerId_4046,-72,5,4020
CustomerId_4048,-85,9,62000
CustomerId_4049,-26,15,17725
CustomerId_405,-65,1,1000
CustomerId_4050,-35,1,5000
CustomerId_4051,-89,21,38490
CustomerId_4053,-36,6,41000
CustomerId_4055,-88,47,260650
CustomerId_4056,-78,9,62000
CustomerId_4058,-67,4,3020
CustomerId_4059,-67,10,13005
CustomerId_4061,-78,14,102000
CustomerId_4064,-29,3,10000
CustomerId_4065,-57,10,72000
CustomerId_4066,-53,2,2000
CustomerId_4067,-78,10,72000
CustomerId_4068,-4,1,1000
CustomerId_4069,-47,22,73302
CustomerId_407,-78,1,10000
CustomerId_4070,-45,6,9110
CustomerId_4071,-81,3,2050
CustomerId_4072,-59,1,500
CustomerId_4073,-88,20,18520
CustomerId_4074,-6,1,500
CustomerId_4075,-47,3,576000
CustomerId_4077,-85,6,32000
CustomerId_4079,-15,1,1000
CustomerId_408,-61,3,14000
CustomerId_4085,-54,17,92837
CustomerId_4086,-57,16,122000
CustomerId_4087,-29,3,86000
CustomerId_4089,-86,99,142371
CustomerId_4090,-78,17,122000
CustomerId_4092,-78,5,32000
CustomerId_4095,-53,14,64940
CustomerId_4097,-50,67,101941
CustomerId_4098,-13,2,525
CustomerId_4101,-74,1,5000
CustomerId_4102,-8,5,24860
CustomerId_4103,-1,2,2000
CustomerId_4104,-75,1,10000
CustomerId_4106,-57,5,32000
CustomerId_4107,-50,2,2400
CustomerId_4108,-5,2,4000
CustomerId_4109,-88,41,63085
CustomerId_411,-39,6,81500
CustomerId_4112,-25,5,2021000
CustomerId_4113,-74,39,196413
CustomerId_4115,-50,52,60340
CustomerId_4117,-56,1,5000
CustomerId_4118,-43,5,31000
CustomerId_4119,-45,10,9600
CustomerId_412,-59,9,14930
CustomerId_4120,-90,22,122400
CustomerId_4123,-8,7,12245
CustomerId_4124,-59,36,164890
CustomerId_4125,-65,60,424495
CustomerId_4127,-22,6,31200
CustomerId_4128,-41,1,800000
CustomerId_4130,-74,5,4100
CustomerId_4131,-81,18,149002
CustomerId_4132,-90,80,184658
CustomerId_4133,-2,2,20000
CustomerId_4134,-2,1,700000
CustomerId_4135,-36,59,76069
CustomerId_4136,-89,9,10910
CustomerId_4137,-57,8,44000
CustomerId_4138,-35,1,2000
CustomerId_4139,-72,3,6020
CustomerId_414,-29,19,33003
CustomerId_4141,-76,6,39606
CustomerId_4142,-68,2,600
CustomerId_4143,-18,2,1500
CustomerId_4144,-83,2,75000
CustomerId_4145,-90,22,172000
CustomerId_4146,-88,67,675260
CustomerId_4148,-51,2,11000
CustomerId_4149,-28,11,52030
CustomerId_415,-84,42,532291
CustomerId_4150,-85,6,38000
CustomerId_4151,-60,22,62000
CustomerId_4152,-85,234,409857
CustomerId_4153,-82,11,72030
CustomerId_4154,-71,4,2010
CustomerId_4155,-43,13,11785
CustomerId_4156,-88,43,186370
CustomerId_4157,-70,19,87122
CustomerId_4158,-44,4,2010
CustomerId_4159,-78,10,62000
CustomerId_416,-85,1,1000
CustomerId_4160,-63,8,119100
CustomerId_4161,-82,11,6060
CustomerId_4163,-37,6,71000
CustomerId_4164,-65,8,62532
CustomerId_4165,-56,11,21850
CustomerId_4167,-33,16,547700
CustomerId_4168,-64,15,58750
CustomerId_4169,-81,5,8010
CustomerId_4170,-28,3,2000
CustomerId_4171,-1,3,33000
CustomerId_4173,-88,35,56181
CustomerId_4174,-64,35,56870
CustomerId_4175,-89,1,500
CustomerId_4176,-43,5,32200
CustomerId_4177,-59,1,500
CustomerId_4179,-79,9,26250
CustomerId_4180,-18,1,1000
CustomerId_4181,-85,48,103590
CustomerId_4182,-80,16,24372
CustomerId_4183,-57,60,259672
CustomerId_4184,-33,45,45830
CustomerId_4185,-60,7,6070
CustomerId_4186,-78,5,22000
CustomerId_4187,-77,47,65825
CustomerId_4188,-87,67,703459
CustomerId_4189,-84,24,144081
CustomerId_4190,-35,4,26250
CustomerId_4191,-78,18,68505
CustomerId_4192,-89,9,20050
CustomerId_4193,-89,98,1984143
CustomerId_4194,-26,1,500
CustomerId_4196,-6,4,18100
CustomerId_4197,-75,7,51500
CustomerId_4198,-90,46,96894
CustomerId_4199,-38,55,71460
CustomerId_420,-88,22,21424
CustomerId_4200,-36,2,1000
CustomerId_4201,-81,16,24425
CustomerId_4202,-85,21,176391
CustomerId_4203,-89,16,122000
CustomerId_4204,-87,95,411837
CustomerId_4205,-72,13,65500
CustomerId_4206,-90,18,112000
CustomerId_4207,-35,1,10000
CustomerId_4209,-42,3,1510
CustomerId_4211,-52,16,53200
CustomerId_4212,-47,4,5040
CustomerId_4213,-85,66,414579
CustomerId_4214,-45,6,46000
CustomerId_4215,-34,13,34730
CustomerId_4216,-89,55,71270
CustomerId_4218,-87,19,16280
CustomerId_4219,-84,6,32000
CustomerId_422,-52,2,180000
CustomerId_4220,-14,1,500
CustomerId_4221,-65,1,80000
CustomerId_4224,-88,13,11615
CustomerId_4225,-33,1,500
CustomerId_4226,-32,10,811000
CustomerId_4227,-40,4,3050
CustomerId_4228,-89,4,7500
CustomerId_4229,-89,50,41970
CustomerId_423,-40,2,5500
CustomerId_4230,-15,4,17000
CustomerId_4233,-55,3,42800
CustomerId_4234,-87,12,49100
CustomerId_4235,-25,21,43870
CustomerId_4237,-59,40,73969
CustomerId_4238,-87,141,1049738
CustomerId_4239,-80,9,215000
CustomerId_424,-24,1,10000
CustomerId_4240,-89,10,2611500
CustomerId_4241,-51,5,21100
CustomerId_4242,-38,2,10000
CustomerId_4243,-61,2,6000
CustomerId_4244,-68,10,11120
CustomerId_4245,-84,19,112300
CustomerId_4246,-36,8,8100
CustomerId_4247,-78,20,18750
CustomerId_4250,-4,4,51676
CustomerId_4252,-89,185,983583
CustomerId_4253,-90,72,531360
CustomerId_4254,-85,23,210410
CustomerId_4255,-55,15,9850
CustomerId_4256,-85,21,15175
CustomerId_4257,-7,2,5100
CustomerId_4258,-43,5,31000
CustomerId_4260,-83,1,1000
CustomerId_4261,-85,5,32000
CustomerId_4262,-70,8,5885
CustomerId_4265,-73,1,500
CustomerId_4266,-73,3,488400
CustomerId_4267,-3,3,3000
CustomerId_427,-50,1,1000
CustomerId_4270,-49,1,10170
CustomerId_4272,-26,1,1000
